"Incident_ID","Incident_Date","Incident_Time","State_Name","City_or_County","Business_or_Location_Name","Address","Latitude","Longitude","Victims_Killed","Victims_Injured","Suspects_Killed","Suspects_Injured","Suspects_Arrested","Incident_Characteristics","Year","Month","Day"
2375725,2022-08-01,"11:10 AM","California","Paramount","Enclave Paramount Apartments","13801 Paramount Blvd",33.9105,-118.161,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","8",1
2375886,2022-08-01,"8:28 PM","District of Columbia","Washington","Azeeze Bates","444 16th St NE",38.8964,-76.9824,1,5,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","8",1
2376028,2022-08-01,"9:41 PM","Ohio","Columbus","Old Landmark Tavern","176 Rumsey Rd",39.8942,-82.991,2,2,0,1,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)
Bar/club incident - in or around establishment
Gang involvement
Possession of gun by felon or prohibited person","2022","8",1
2374750,2022-07-31,"1:30 AM","Indiana","South Bend","","St Joseph St and Milton St",41.6548,-86.2479,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",31
2374430,2022-07-31,"2:22 AM","Florida","Orlando","","Wall St and S Orange Ave",28.5426,-81.3791,0,7,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",31
2374337,2022-07-31,"2:40 AM","Michigan","Detroit","","11637 Coyle St",42.3733,-83.1935,2,6,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2022","7",31
2374401,2022-07-31,"1:00 AM","Indiana","Indianapolis","","Broad Ripple Ave and Guilford Ave",39.8697,-86.143,0,4,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",31
2374990,2022-07-31,"2:00 AM","Illinois","Decatur","Golden Fox Brewery","2874 N Dinneen St",39.8751,-88.9314,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",31
2375097,2022-07-31,"6:44 PM","Connecticut","Hartford","","1994 Main St",41.7818,-72.6756,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",31
2373924,2022-07-30,"1:00 AM","Louisiana","Monroe","Oak Manor Apartments","2000 Peach St",32.4988,-92.0896,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",30
2373692,2022-07-30,"5:00 AM","Illinois","Wheeling","","800 block of Fletcher Dr",42.1319,-87.9368,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",30
2373859,2022-07-30,"1:40 AM","Georgia","Girard","","232 Claxton Rd",33.0551,-81.7371,1,4,0,0,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment
House party / Block Party / Park Party","2022","7",30
2373050,2022-07-29,"10:35 AM","Maryland","Baltimore","","3100 block of W North Ave",39.3094,-76.6696,2,2,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2022","7",29
2373646,2022-07-29,"11:45 PM","New Mexico","Albuquerque","","4303 Estancia Dr NW",35.1311,-106.709,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",29
2373607,2022-07-29,"10:00 PM","Ohio","Cleveland","","E 154th St and Harvard Ave",41.4518,-81.573,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",29
2373111,2022-07-29,"5:00 PM","Florida","Miami","Cutler Manor Apartments","10875 SW 216th St",25.5675,-80.3675,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",29
2370760,2022-07-27,"7:15 PM","Georgia","Macon","Waverly Pointe Townhouses","624 Forest Hill Rd",32.8766,-83.6969,2,2,0,0,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",27
2371416,2022-07-27,"5:50 PM","Louisiana","Hahnville","","300 block of Sycamore St",29.9741,-90.4103,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",27
2369720,2022-07-25,"12:23 AM","Louisiana","New Orleans","","2000 block of Saint Andrew St",29.9388,-90.082,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",25
2368575,2022-07-24,"3:45 PM","California","San Pedro","Peck Park","560 N Western Ave",33.7517,-118.306,2,6,0,0,4,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)
House party / Block Party / Park Party
Gang involvement","2022","7",24
2368029,2022-07-24,"12:45 AM","Georgia","Atlanta","Shell gas station","1695 Northside Dr NW",33.8011,-84.4076,0,8,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",24
2368308,2022-07-24,"4:30 AM","Texas","Fort Worth","OU Lounge","2350 S Riverside Dr",32.7189,-97.3047,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",24
2368110,2022-07-24,"2:30 AM","South Carolina","Bennettsville","The Spot nightclub","614 US-15",34.6158,-79.6623,1,3,0,0,6,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",24
2367984,2022-07-23,"11:24 PM","Virginia","Richmond","The Pitts BBQ Joint","2220 Broad Rock Blvd",37.4868,-77.4761,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",23
2367664,2022-07-23,"2:00 AM","Texas","El Paso","","14100 block of Honey Point Dr",31.789,-106.232,0,4,0,0,3,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",23
2367289,2022-07-23,"3:28 AM","North Carolina","Pinebluff","","212 Primrose Path",35.0832,-79.4698,1,4,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",23
2367193,2022-07-23,"1:00 AM","Washington","Renton","","100 block of Logan Ave S",47.4827,-122.209,1,6,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",23
2368018,2022-07-23,"11:45 PM","Illinois","Chicago","","5400 block of S Paulina St",41.7957,-87.6673,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",23
2367176,2022-07-23,"1:45 AM","Illinois","Chicago","","2700 block of W Jackson Blvd",41.8777,-87.694,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",23
2367157,2022-07-23,"4:30 AM","Illinois","Rockford","Sinnissippi Park","1401 N 2nd St",42.2826,-89.0682,2,2,0,0,4,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",23
2367972,2022-07-23,"2:00 AM","Michigan","Kalamazoo","","1300 block of N Church St",42.3034,-85.5864,0,9,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",23
2366273,2022-07-21,"9:35 PM","California","Los Angeles","CVS","210 W 7th St",34.0445,-118.252,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",21
2363589,2022-07-19,"12:30 AM","Nebraska","Lincoln","","2835 T St",40.8189,-96.6801,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",19
2362912,2022-07-18,"1:49 AM","Georgia","Atlanta","The Forest Cove apartments","440 Thomasvillle Blvd",33.7057,-84.359,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",18
2362595,2022-07-17,"10:00 PM","Washington","Mount Vernon","Walmart","2301 Freeway Dr",48.4413,-122.346,0,5,0,0,3,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Gang involvement","2022","7",17
2362141,2022-07-17,"8:20 PM","New York","Brooklyn","Tilden Houses","265 Livonia Ave",40.663,-73.9084,0,4,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",17
2361849,2022-07-17,"12:15 AM","Michigan","Detroit","Hospital Walk-in","",42.3314,-83.0458,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",17
2362011,2022-07-17,"6:05 PM","Indiana","Greenwood","Greenwood Park Mall","1251 US Hwy 31 N",39.633,-86.1236,3,2,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Defensive Use - Good Samaritan/Third Party
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Concealed Carry License - Victim
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2022","7",17
2362215,2022-07-17,"9:30 PM","Indiana","Beech Grove","Don Challis Park","1100 S 9th Ave",39.7034,-86.0921,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",17
2361609,2022-07-17,"1:30 AM","Michigan","Grand Rapids","Grand Woods Lounge","77 Cesar E Chavez Ave SW",42.9611,-85.674,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",17
2361654,2022-07-17,"12:34 AM","Georgia","Milledgeville","","Leo Ct and Nobles Ct",33.1072,-83.2456,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",17
2362282,2022-07-17,"7:15 PM","New Jersey","Newark","","751 Broadway",40.7755,-74.1585,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",17
2362562,2022-07-17,"1:20 AM","Washington","Vancouver","","E 11th St and E McLoughlin Blvd",45.6324,-122.65,2,2,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party
Gang involvement","2022","7",17
2361532,2022-07-16,"9:00 PM","District of Columbia","Washington","","200 block of Adams St NE",38.9204,-77.0034,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",16
2360953,2022-07-16,"2:00 AM","Ohio","Columbus","Cain's Sports Bar","3475 Sullivant Ave",39.9419,-83.092,2,2,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",16
2361097,2022-07-16,"2:00 AM","South Carolina","North Charleston","La Creme Lounge","8440 Dorchester Rd",32.9164,-80.1085,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",16
2361614,2022-07-16,"11:20 PM","Texas","Houston","Cypress Ridge","2331 Bammelwood Dr",30.0016,-95.4619,4,0,0,0,1,"Shot - Dead (murder, accidental, or suicide)
Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)","2022","7",16
2362355,2022-07-16,"10:30 PM","Louisiana","Monroe","","2200 block of Adams St",32.5155,-92.0977,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",16
2361490,2022-07-16,"4:00 PM","Pennsylvania","Philadelphia","","1300 block of E Luzerne St",40.0075,-75.1027,0,4,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",16
2359843,2022-07-14,"4:00 PM","Illinois","Chicago","","4400 block of W Maypole St",41.8848,-87.7359,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",14
2359229,2022-07-14,"2:00 AM","Pennsylvania","Philadelphia","Spring Garden Homes","1901 Spring Garden St",39.9637,-75.1695,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",14
2358938,2022-07-13,"10:30 PM","Pennsylvania","Philadelphia","","Wyalusing Ave and N Creighton St",39.9696,-75.2246,0,4,0,0,0,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",13
2358861,2022-07-13,"1:30 AM","Indiana","Indianapolis","The Woods Apartments","3629 Merrick Way",39.8221,-86.2157,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",13
2358856,2022-07-13,"7:13 PM","Minnesota","Minneapolis","Full Stop Gas","1818 Lowry Ave N",45.0134,-93.3028,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2022","7",13
2358329,2022-07-12,"11:16 PM","Massachusetts","Boston","","39 Warren St",42.3287,-71.0835,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",12
2358053,2022-07-11,"10:00 PM","Mississippi","Jackson","","Fairway St and Suncrest Dr",32.2568,-90.2604,0,4,0,0,1,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",11
2356705,2022-07-10,"11:45 PM","Illinois","Crest Hill","","1828 Knapp Dr",41.5559,-88.1207,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",10
2356327,2022-07-10,"11:00 PM","Missouri","Kansas City","Westport Ale House","4128 Broadway Blvd",39.0522,-94.59,1,5,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Officer Involved Incident
Officer Involved Shooting - Shots fired, no injury
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)
Bar/club incident - in or around establishment","2022","7",10
2355580,2022-07-10,"12:45 AM","California","Downey","","8100 block of Leeds St",33.9241,-118.15,3,2,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",10
2355398,2022-07-10,"2:00 AM","New York","Brooklyn","","The Boardwalk and W 21st St",40.5725,-73.9872,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",10
2356813,2022-07-10,"11:46 PM","Texas","Alvin","","1500 block of County Road 149",29.4416,-95.2688,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",10
2355438,2022-07-10,"1:11 AM","Illinois","Chicago","Snicker's Bar and Grill","448 N State St",41.8908,-87.6282,0,4,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",10
2355962,2022-07-09,"8:45 PM","Alabama","Jacksons Gap","","Manoy Dr",32.8854,-85.7965,0,4,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",9
2354111,2022-07-08,"12:30 AM","North Carolina","Greensboro","","1200 block of Fairview St",36.0907,-79.7737,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",8
2354825,2022-07-08,"11:00 PM","Michigan","Detroit","","3400 block of 2nd Ave",42.3436,-83.0622,0,4,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",8
2353847,2022-07-07,"9:44 PM","Illinois","Chicago","","2800 block of W Polk St",41.8712,-87.6962,0,4,0,0,0,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",7
2352349,2022-07-06,"5:45 PM","Minnesota","Saint Cloud","","6th Ave S and 11th St S",45.5483,-94.1559,0,4,0,0,3,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Possession of gun by felon or prohibited person","2022","7",6
2352780,2022-07-06,"7:00 PM","Florida","Tampa","","Courtland St N and Chelsea St E",27.9851,-82.4191,0,4,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2022","7",6
2352444,2022-07-06,"8:54 PM","Illinois","Chicago","","1820 W Maypole Ave",41.8843,-87.6727,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",6
2352342,2022-07-05,"2:30 AM","Ohio","Steubenville","Club 106","601 South St",40.3575,-80.6193,0,4,0,0,1,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",5
2349853,2022-07-05,"12:46 AM","Indiana","Gary","","1900 block of Missouri St",41.5833,-87.3123,3,7,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",5
2349723,2022-07-05,"2:45 AM","New York","Rochester","Baden St Recreation Center","485 N Clinton Ave",43.1666,-77.6109,1,3,0,0,2,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party
Possession of gun by felon or prohibited person","2022","7",5
2348230,2022-07-04,"2:00 AM","California","Sacramento","Mix Downtown","1525 L St",38.5761,-121.486,1,4,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",4
2348163,2022-07-04,"12:15 AM","Massachusetts","Boston","","Dorchester Ave and Bailey St",42.2848,-71.0646,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",4
2349746,2022-07-04,"10:20 PM","Wisconsin","Kenosha","","6321 25th Ave",42.577,-87.839,1,4,0,0,3,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Gang involvement
Possession of gun by felon or prohibited person","2022","7",4
2350033,2022-07-04,"11:30 PM","Minnesota","Minneapolis","Boom Island Park","724 Sibley St NE",44.9927,-93.2693,0,7,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",4
2348384,2022-07-04,"10:14 AM","Illinois","Highland Park","","Central Ave and 2nd St",42.1856,-87.8012,7,30,0,0,1,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Child Involved Incident
Child injured (not child shooter)
Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2022","7",4
2348750,2022-07-04,"1:30 AM","Missouri","Kansas City","","E 13th St and Grand Blvd",39.0985,-94.581,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",4
2349758,2022-07-04,"10:15 PM","New York","Corona (Queens)","","171st St and 137th Ave",40.6729,-73.7694,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",4
2348204,2022-07-04,"12:13 AM","Illinois","Chicago","","6500 block of S Martin Luther King Dr",41.7764,-87.6158,0,5,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",4
2348167,2022-07-04,"3:39 AM","Virginia","Richmond","","10 block of W Broad St",37.5721,-77.4819,0,6,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",4
2349545,2022-07-04,"9:23 PM","Colorado","Denver","","2100 block of W Pacific Pl",39.6796,-105.013,1,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",4
2348191,2022-07-03,"11:51 PM","Virginia","Manassas","Samâ€™s Car Wash","8129 Sudley Rd",38.7795,-77.5089,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",3
2347373,2022-07-03,"2:00 AM","South Carolina","Mullins","","Leroy Bethea St and Jennings Rd",34.1993,-79.2715,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)
House party / Block Party / Park Party","2022","7",3
2348303,2022-07-03,"10:30 PM","Arizona","Surprise","","W Carlin Dr",33.6483,-112.374,2,4,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Defensive Use
Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator
Defensive Use - Stand Your Ground/Castle Doctrine established
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Shootout (where VENN diagram of shooters and victims overlap)
House party / Block Party / Park Party
Concealed Carry License - Victim","2022","7",3
2348263,2022-07-03,"9:00 PM","Washington","Tacoma","","3300 block of S Asotin St",47.2299,-122.457,0,4,0,0,1,"Shot - Wounded/Injured
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",3
2347060,2022-07-02,"6:46 PM","Texas","Haltom City","","5700 block of Diamond Oaks Dr N",32.8255,-97.2622,2,4,1,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Suicide^
Murder/Suicide
Officer Involved Incident
Officer Involved Shooting - Officer shot
Officer Involved Shooting - subject/suspect/perpetrator killed
Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
LOCKDOWLERT ONLY:  No GV Incident Occurred Onsite
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","2022","7",2
2347228,2022-07-02,"9:40 PM","New York","Corona (Queens)","","129-09 89th Ave",40.6994,-73.8221,1,3,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
House party / Block Party / Park Party","2022","7",2
2347297,2022-07-02,"9:00 PM","North Carolina","Clinton","","506 Stetson St",34.9913,-78.3221,0,6,0,0,2,"Shot - Wounded/Injured
Child Involved Incident
Child injured (not child shooter)
Drive-by (car to street, car to car)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",2
2345410,2022-07-01,"1:45 AM","Illinois","Chicago","Persona Lounge","408 S Wells St",41.8765,-87.634,2,3,0,0,0,"Shot - Wounded/Injured
Shot - Dead (murder, accidental, or suicide)
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)
Bar/club incident - in or around establishment","2022","7",1
2346422,2022-07-01,"9:15 PM","Illinois","Chicago","","3800 block of W Monroe St",41.8801,-87.7214,0,4,0,0,0,"Shot - Wounded/Injured
Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","2022","7",1
